brand,model,years,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,horsepower,torque_nm,drive_type,seating_capacity,body_type,weight_kg,safety_rating,country,segment,annual_sales
NIO,EL6,2022,Standard,69452,48,170,63,514,452,FWD,5,Sedan,1500,5,China,Premium,28334
Toyota,bZ4X,2023,Base,53579,66,233,141,505,443,FWD,7,Coupe,1576,4,Japan,Mid-range,16544
Rivian,R3,2023,Standard,81874,84,317,133,866,733,AWD,5,Sedan,1668,4,US,Premium,1989
Volkswagen,ID. Aero,2024,Long Range,59514,104,337,125,577,501,FWD,7,SUV,1974,4,Germany,Mid-range,230145
Tesla,Model 3,2026,Base,80808,42,154,231,522,481,RWD,7,Coupe,1500,5,US,Premium,234368
Rivian,R2,2024,Standard,84157,68,226,117,931,808,FWD,5,Coupe,1500,4,US,Premium,29685
Volkswagen,ID.5,2024,Base,39961,64,252,57,316,259,AWD,5,Sedan,1793,4,Germany,Mid-range,212818
Fisker,Ronin,2024,Long Range,115879,95,334,68,983,908,AWD,7,Truck,2039,4,US,Luxury,6077
Toyota,bZ Compact SUV,2024,Long Range,64462,85,288,86,774,731,FWD,7,SUV,2334,4,Japan,Mid-range,1214
Mercedes,EQG,2023,Performance,181027,111,370,213,1000,801,FWD,5,Truck,2572,4,Germany,Luxury,35248
BYD,Yuan Plus,2025,Long Range,48600,81,288,70,474,373,FWD,5,Sedan,1500,4,China,Mid-range,222634
Volkswagen,ID.3,2023,Premium,40147,42,150,95,312,299,AWD,7,Coupe,1894,4,Germany,Mid-range,229072
Mercedes,GLE EV,2023,Long Range,182444,105,359,140,1000,903,RWD,7,Sedan,1500,4,Germany,Luxury,20765
BYD,Atto 3,2022,Performance,38276,92,283,218,395,370,RWD,5,Van,1520,4,China,Mid-range,175542
Tesla,Cybertruck,2025,Performance,116078,119,428,234,859,763,FWD,5,Truck,2613,5,US,Luxury,150657
Kia,EV9,2025,Long Range,56773,100,356,143,564,536,RWD,5,SUV,2199,4,South Korea,Mid-range,99235
NIO,EL8,2025,Premium,87479,49,172,149,804,708,RWD,7,SUV,2018,4,China,Premium,16505
GM/Chevrolet,Bolt EUV,2025,Long Range,68470,87,293,84,950,828,AWD,7,Van,1500,4,US,Premium,14899
Kia,EV9,2025,Premium,89987,70,245,88,1000,935,AWD,7,SUV,2020,4,South Korea,Premium,123485
Tesla,Model S,2023,Premium,76608,81,288,316,556,538,AWD,7,Van,1617,3,US,Premium,244244
Kia,Picanto EV,2022,Long Range,76439,93,337,94,893,853,FWD,5,Truck,2689,5,South Korea,Premium,85577
Volvo,XC90 Recharge,2025,Performance,106317,104,367,231,1000,898,RWD,5,Van,1794,5,Sweden,Luxury,8684
Tesla,Model Y,2025,Premium,83799,75,276,279,644,594,RWD,5,Truck,2793,5,US,Premium,427228
Hyundai,Ioniq,2024,Base,50277,73,241,96,521,483,RWD,5,Van,1533,3,South Korea,Mid-range,126203
Audi,e-tron GT,2022,Premium,98374,51,166,145,699,652,RWD,5,Truck,2533,5,Germany,Premium,45293
GM/Chevrolet,Equinox EV,2025,Performance,101370,89,325,206,1000,948,AWD,7,SUV,1831,3,US,Luxury,27681
GM/Chevrolet,Blazer EV,2025,Base,61000,63,250,146,774,697,AWD,5,Truck,2734,4,US,Mid-range,3536
GM/Chevrolet,Silverado EV,2025,Premium,56307,55,193,102,631,564,RWD,5,Sedan,1699,4,US,Mid-range,25746
Volkswagen,ID.4,2021,Premium,107418,54,201,76,1000,872,AWD,5,Hatchback,1514,5,Germany,Luxury,254098
BYD,Leaf 50X,2024,Performance,118469,87,291,170,1000,892,AWD,5,Coupe,1584,4,China,Luxury,209498
Ford,Explorer EV,2025,Long Range,92752,76,247,134,1000,868,FWD,7,Truck,2390,4,US,Premium,70352
Ford,Mustang Mach-E,2024,Base,52120,65,208,115,502,432,FWD,7,Coupe,1529,4,US,Mid-range,29029
Mercedes,EQC,2024,Long Range,169395,100,323,139,1000,874,RWD,5,Truck,2679,3,Germany,Luxury,60151
Audi,e-tron GT,2021,Base,80312,75,241,114,510,457,AWD,5,Sedan,1509,5,Germany,Premium,55803
Hyundai,Ioniq 5,2022,Premium,72159,56,163,114,890,768,AWD,7,Van,1500,4,South Korea,Premium,119329
Hyundai,Ioniq 6,2025,Long Range,37714,106,359,97,313,268,RWD,7,Truck,2452,4,South Korea,Mid-range,77052
Ford,Mustang Mach-E,2023,Long Range,63828,86,270,134,665,610,FWD,7,Truck,2431,4,US,Mid-range,74506
BMW,i7,2025,Premium,150512,45,150,132,1000,905,RWD,7,Hatchback,1765,4,Germany,Luxury,47379
GM/Chevrolet,Bolt EUV,2023,Performance,74890,93,312,151,994,937,RWD,7,Coupe,1704,4,US,Premium,29402
Ford,F-150 Lightning,2025,Long Range,66475,79,273,146,721,687,FWD,4,Truck,2671,4,US,Premium,43803
Audi,Q6 e-tron,2020,Long Range,76666,104,353,63,449,388,AWD,5,Hatchback,1563,4,Germany,Premium,32828
BYD,Dolphin,2025,Base,42876,78,263,87,415,379,FWD,7,SUV,2370,5,China,Mid-range,158327
Volkswagen,ID. Buzz,2026,Standard,43539,62,231,100,299,249,RWD,5,Van,1732,4,Germany,Mid-range,228329
Tesla,Cybertruck,2023,Base,104581,51,185,346,743,674,FWD,7,Truck,2370,5,US,Luxury,156090
Kia,EV6,2022,Long Range,90771,86,305,132,1000,874,FWD,5,Truck,2457,4,South Korea,Premium,86318
Tesla,Model S,2022,Premium,59089,77,268,245,380,319,RWD,5,Sedan,1500,5,US,Mid-range,130707
Hyundai,Ioniq,2024,Performance,50088,105,362,185,578,543,FWD,7,Truck,2466,5,South Korea,Mid-range,62703
Kia,EV6,2025,Performance,117332,116,411,187,1000,905,RWD,5,Coupe,1704,4,South Korea,Luxury,108933
BYD,Max,2024,Base,36467,45,150,141,406,327,RWD,5,Coupe,1558,4,China,Mid-range,220450
Kia,EV6,2025,Base,74610,45,153,83,763,677,RWD,5,Truck,2255,5,South Korea,Premium,84247
Tesla,Cybertruck,2025,Base,87113,47,150,234,649,602,RWD,5,Truck,2639,4,US,Premium,217680
Tesla,Cybertruck,2025,Performance,166573,118,398,203,1000,903,AWD,5,Truck,2600,5,US,Luxury,229037
Mercedes,GLE EV,2024,Base,116776,79,259,120,633,567,RWD,5,Hatchback,1558,4,Germany,Luxury,43904
Volkswagen,ID.3,2024,Premium,98792,77,250,97,1000,918,AWD,5,Hatchback,1840,5,Germany,Premium,289215
Tesla,Model S,2023,Base,56750,41,163,298,387,382,AWD,5,Van,1500,4,US,Mid-range,175034
Hyundai,Kona Electric,2024,Premium,75054,43,154,117,943,794,RWD,7,Truck,2127,4,South Korea,Premium,86699
Ford,E-Transit,2025,Standard,49970,78,267,57,406,375,RWD,7,Truck,2803,4,US,Mid-range,35218
BYD,Max,2024,Standard,39728,45,154,109,400,312,AWD,7,Van,1609,4,China,Mid-range,139199
BMW,i4,2025,Base,85729,60,191,146,651,567,RWD,5,Truck,2688,5,Germany,Premium,29338
Tesla,Cybertruck,2023,Base,62213,54,191,341,404,327,FWD,5,Truck,2531,5,US,Mid-range,199768
Tesla,Cybertruck,2022,Performance,170128,84,303,307,1000,875,RWD,7,Truck,2467,4,US,Luxury,163960
Hyundai,Ioniq 5,2024,Premium,80949,69,262,104,1000,898,FWD,7,Van,1500,5,South Korea,Premium,134570
Kia,Picanto EV,2022,Base,43746,58,197,109,381,354,RWD,7,Hatchback,1724,5,South Korea,Mid-range,77441
BMW,i3,2023,Long Range,134040,84,313,79,1000,874,AWD,5,Sedan,1652,5,Germany,Luxury,70841
GM/Chevrolet,Blazer EV,2025,Premium,80896,64,194,102,1000,881,RWD,5,Hatchback,1500,4,US,Premium,11404
Lucid,Air,2026,Standard,199366,58,235,215,953,859,FWD,7,Coupe,1531,4,US,Luxury,26890
Hyundai,i30,2023,Long Range,65970,108,394,86,835,684,FWD,5,Coupe,1500,5,South Korea,Premium,146072
BYD,Qin,2024,Premium,67623,80,289,99,740,667,AWD,5,Hatchback,1988,4,China,Premium,235660
Ford,E-Transit,2023,Base,42208,66,224,72,401,336,AWD,5,SUV,1892,5,US,Mid-range,47569
BYD,Leaf 50X,2024,Base,56389,74,242,114,632,585,RWD,7,Sedan,1666,5,China,Mid-range,205113
Volkswagen,ID. Buzz,2025,Long Range,66045,83,269,68,665,550,FWD,7,Hatchback,1571,4,Germany,Premium,228215
Tesla,Cybertruck,2024,Base,37365,45,150,238,223,200,AWD,5,Truck,2555,5,US,Mid-range,220616
Tesla,Cybertruck,2023,Base,38622,52,186,262,276,226,FWD,5,Truck,2714,5,US,Mid-range,174372
Toyota,bZ4X,2022,Standard,69982,43,156,94,850,731,AWD,5,Truck,2317,5,Japan,Premium,8818
Mercedes,EQE,2021,Performance,165233,100,329,159,1000,842,AWD,7,Van,1751,4,Germany,Luxury,35726
GM/Chevrolet,Blazer EV,2025,Standard,70614,42,187,142,995,902,AWD,7,Hatchback,1629,4,US,Premium,27643
Volkswagen,ID.4,2025,Performance,80550,120,447,161,904,799,RWD,7,Truck,2812,5,Germany,Premium,291709
Tesla,Model Y,2020,Long Range,96391,80,287,340,697,653,FWD,5,Van,1505,4,US,Premium,498047
Tesla,Model X,2023,Base,27433,82,258,224,168,200,FWD,7,Coupe,1644,5,US,Budget,230869
BYD,Leaf 50X,2024,Base,76473,67,227,136,849,830,RWD,5,Van,1500,4,China,Premium,191416
Kia,Picanto EV,2025,Base,41416,61,228,143,367,344,RWD,5,Hatchback,1500,5,South Korea,Mid-range,137512
GM/Chevrolet,Silverado EV,2023,Standard,64132,52,150,51,870,835,RWD,5,Truck,2693,4,US,Mid-range,5462
BMW,i3,2025,Performance,97631,108,374,211,810,745,RWD,5,Truck,2381,4,Germany,Premium,50895
BYD,Seagull,2024,Performance,117282,116,431,194,1000,869,FWD,5,Sedan,1500,3,China,Luxury,111137
Toyota,bZ4X,2025,Long Range,77618,85,295,81,1000,840,AWD,7,Coupe,1500,5,Japan,Premium,15856
GM/Chevrolet,Bolt EV,2025,Performance,53614,77,266,153,663,599,FWD,7,Truck,2645,5,US,Mid-range,7236
Kia,Niro EV,2026,Premium,98300,73,245,133,1000,918,RWD,5,Coupe,1500,5,South Korea,Premium,126328
Kia,EV9,2025,Premium,62152,74,246,90,692,582,AWD,5,SUV,2022,5,South Korea,Mid-range,58624
Volkswagen,ID. Buzz,2025,Performance,57462,76,259,243,541,402,AWD,7,Hatchback,1500,4,Germany,Mid-range,298599
BYD,Dolphin,2023,Premium,65383,70,240,146,763,709,RWD,5,Coupe,1500,5,China,Premium,171261
Volkswagen,ID.3,2025,Performance,88159,100,333,201,1000,916,AWD,7,Hatchback,1591,5,Germany,Premium,265949
GM/Chevrolet,Bolt EV,2022,Long Range,49444,83,262,104,556,481,FWD,5,Van,1500,4,US,Mid-range,17112
Tesla,Model 3,2023,Base,33305,70,262,309,235,266,RWD,5,Van,1500,4,US,Budget,239021
Tesla,Cybertruck,2025,Base,29690,58,216,327,191,200,FWD,5,Truck,2468,5,US,Budget,210522
Tesla,Model S,2025,Long Range,129183,88,337,250,976,910,FWD,7,Hatchback,1638,5,US,Luxury,207546
Tesla,Cybertruck,2025,Long Range,132227,88,319,265,983,865,RWD,5,Truck,2287,5,US,Luxury,133735
Mercedes,EQE,2026,Base,59152,44,162,122,157,200,FWD,7,SUV,2444,4,Germany,Mid-range,57795
GM/Chevrolet,Equinox EV,2026,Performance,42539,110,371,156,438,442,RWD,5,SUV,2235,5,US,Mid-range,18263
Hyundai,Ioniq 5,2026,Premium,86931,49,177,93,1000,867,RWD,7,Sedan,1500,4,South Korea,Premium,147601
Tesla,Model S,2025,Premium,162032,61,193,291,1000,851,AWD,5,Sedan,1618,5,US,Luxury,210253
Hyundai,Kona Electric,2025,Premium,51037,53,234,131,584,538,AWD,5,Coupe,2027,5,South Korea,Mid-range,55671
Hyundai,Kona Electric,2024,Base,52223,42,150,117,566,488,RWD,5,Van,1635,4,South Korea,Mid-range,89573
Tesla,Model S,2025,Base,54018,41,150,208,379,325,AWD,5,Coupe,1787,4,US,Mid-range,101221
Volkswagen,ID.5,2025,Base,78662,41,150,77,898,772,RWD,5,Van,1500,4,Germany,Premium,237990
Volkswagen,ID. Buzz,2026,Standard,39804,47,168,78,274,241,FWD,7,Truck,2758,3,Germany,Mid-range,248701
Kia,EV9,2025,Premium,103512,63,213,119,1000,919,AWD,5,SUV,2221,5,South Korea,Luxury,50563
BMW,i5,2024,Performance,76696,87,313,196,523,468,AWD,5,SUV,2006,5,Germany,Premium,21525
Tesla,Model S,2023,Long Range,98608,78,286,228,718,700,FWD,5,Hatchback,1521,4,US,Premium,246839
Volkswagen,ID.4,2026,Standard,86543,56,193,94,935,853,FWD,5,Hatchback,1583,4,Germany,Premium,282690
BMW,i4,2026,Standard,72989,82,298,78,467,428,RWD,5,Hatchback,1500,5,Germany,Premium,49770
Hyundai,Ioniq 6,2025,Standard,39400,71,268,66,293,234,AWD,5,SUV,1935,4,South Korea,Mid-range,101021
Mercedes,EQS,2024,Premium,99625,81,306,73,534,467,AWD,5,SUV,1569,4,Germany,Premium,71016
BMW,i7,2025,Performance,113646,74,279,189,1000,908,AWD,5,Truck,2275,5,Germany,Luxury,68048
Tesla,Model Y,2024,Standard,110939,49,160,276,840,747,RWD,5,Coupe,1526,4,US,Luxury,456268
Tesla,Model X,2026,Long Range,142726,95,318,206,1000,871,RWD,5,Coupe,1500,4,US,Luxury,176985
BMW,i3,2024,Premium,69442,54,193,95,383,299,RWD,7,Van,1764,4,Germany,Premium,51378
Tesla,Model 3,2025,Base,42979,63,229,275,252,227,AWD,7,SUV,1730,4,US,Mid-range,207769
Kia,Picanto EV,2024,Premium,56096,47,176,108,531,469,RWD,5,Coupe,1841,3,South Korea,Mid-range,113782
NIO,EL8,2024,Base,82537,70,264,114,730,687,FWD,7,Truck,2319,5,China,Premium,17477
Kia,EV9,2026,Base,62908,56,184,98,663,579,FWD,5,SUV,1838,5,South Korea,Mid-range,93165
Volkswagen,ID.5,2025,Performance,97403,72,258,154,1000,912,RWD,5,Truck,2374,4,Germany,Premium,255988
BMW,i7,2025,Standard,85706,45,150,128,650,634,FWD,5,Hatchback,1703,4,Germany,Premium,78799
Hyundai,Ioniq 6,2024,Base,54235,58,217,131,577,530,FWD,7,Truck,2843,5,South Korea,Mid-range,136935
Kia,Picanto EV,2023,Premium,95598,64,202,141,1000,845,AWD,5,SUV,1516,5,South Korea,Premium,107457
NIO,EC6,2023,Long Range,98012,106,364,80,953,885,AWD,7,Sedan,1662,4,China,Premium,12631
Volkswagen,ID.3,2025,Performance,58313,72,260,160,583,522,AWD,5,Truck,2583,3,Germany,Mid-range,263694
Toyota,bZ Compact SUV,2024,Base,62800,80,271,97,717,661,RWD,5,SUV,1773,4,Japan,Mid-range,8458
Audi,e-tron,2025,Standard,91039,56,192,82,636,591,RWD,7,Truck,2402,5,Germany,Premium,26577
Tesla,Cybertruck,2024,Standard,130803,83,289,228,914,861,FWD,5,Truck,2533,4,US,Luxury,105012
Tesla,Model 3,2025,Base,69626,77,249,256,502,416,FWD,7,Sedan,1522,5,US,Premium,189686
Tesla,Model Y,2024,Long Range,85409,95,338,291,614,573,AWD,5,Sedan,1500,4,US,Premium,497556
Tesla,Model 3,2026,Long Range,153057,85,285,338,1000,855,RWD,7,Coupe,1574,5,US,Luxury,178740
Tesla,Cybertruck,2023,Standard,121897,64,216,291,841,748,RWD,7,Truck,2332,5,US,Luxury,186743
BMW,i7,2025,Base,66274,72,246,52,327,326,FWD,5,Truck,2768,5,Germany,Premium,30088
Tesla,Model Y,2024,Base,43316,62,224,301,360,277,AWD,5,Sedan,1500,5,US,Mid-range,424937
BYD,Atto 3,2022,Premium,36072,78,251,61,365,296,RWD,7,Van,1527,4,China,Mid-range,159638
Mercedes,GLE EV,2025,Base,127214,62,214,100,697,636,FWD,5,Sedan,1918,4,Germany,Luxury,74928
Tesla,Model X,2024,Standard,79316,61,195,277,551,541,FWD,7,Truck,2173,5,US,Premium,122128
Ford,Explorer EV,2023,Base,35482,41,173,59,202,205,RWD,5,Hatchback,1677,5,US,Mid-range,63701
BYD,Dolphin,2026,Standard,82657,84,294,67,891,772,AWD,7,Van,1904,5,China,Premium,156944
Tesla,Model S,2025,Long Range,137829,95,323,325,966,876,FWD,5,Van,1656,3,US,Luxury,239713
GM/Chevrolet,Silverado EV,2025,Standard,70239,41,150,137,989,925,FWD,7,Van,1577,5,US,Premium,23483
BMW,i4,2026,Standard,90500,42,167,109,739,656,FWD,7,Coupe,1618,3,Germany,Premium,72987
Audi,e-tron,2024,Long Range,130132,94,322,124,1000,858,AWD,7,Sedan,1642,4,Germany,Luxury,36875
GM/Chevrolet,Bolt EV,2024,Long Range,56344,94,351,75,710,584,AWD,7,Coupe,1500,5,US,Mid-range,12802
Ford,F-150 Lightning,2024,Standard,59798,46,171,94,628,589,FWD,4,Truck,2692,4,US,Mid-range,57357
BYD,Leaf 50X,2023,Long Range,100157,105,362,110,1000,892,FWD,5,Truck,2399,4,China,Luxury,107443
Tesla,Model Y,2023,Base,55299,41,150,246,380,293,RWD,5,Hatchback,1605,5,US,Mid-range,449181
GM/Chevrolet,Blazer EV,2025,Long Range,44798,109,375,109,493,430,RWD,5,Hatchback,1636,4,US,Mid-range,19461
Ford,E-Transit,2024,Performance,98104,80,266,225,1000,873,RWD,7,Van,1563,4,US,Premium,47356
Volvo,XC90 Recharge,2025,Standard,55877,52,192,145,327,284,FWD,5,Van,1577,5,Sweden,Mid-range,15994
Volkswagen,ID.3,2024,Base,32754,42,178,134,184,200,RWD,5,Truck,2243,5,Germany,Budget,224478
Volkswagen,ID.3,2022,Standard,73903,64,231,121,839,757,FWD,7,Van,1754,4,Germany,Premium,251288
Ford,Explorer EV,2023,Base,52080,55,222,99,553,507,RWD,5,Van,1632,4,US,Mid-range,72053
BYD,Dolphin,2025,Standard,22600,67,206,59,176,200,FWD,7,Hatchback,1771,5,China,Budget,131689
Rivian,R1S,2024,Long Range,99040,78,294,52,1000,900,FWD,5,Coupe,1864,5,US,Premium,10950
Mercedes,EQC,2026,Performance,108053,111,390,197,517,476,AWD,7,Hatchback,2011,5,Germany,Luxury,49733
Volkswagen,ID. Buzz,2023,Performance,50097,94,319,216,403,349,RWD,7,Van,1844,4,Germany,Mid-range,238954
GM/Chevrolet,Blazer EV,2025,Standard,35979,56,209,140,347,326,FWD,5,SUV,1752,4,US,Mid-range,25503
GM/Chevrolet,Equinox EV,2025,Performance,57051,99,344,245,722,656,RWD,7,SUV,2113,4,US,Mid-range,13660
Tesla,Model Y,2025,Base,109970,60,194,201,780,711,RWD,5,Coupe,1709,4,US,Luxury,456748
Audi,e-tron,2024,Long Range,92779,80,260,135,629,553,RWD,7,Hatchback,1511,4,Germany,Premium,22988
Hyundai,i30,2025,Standard,65008,44,150,125,772,707,FWD,7,Hatchback,1717,4,South Korea,Premium,138781
Mercedes,EQS,2023,Long Range,123139,81,263,135,664,636,AWD,7,Truck,2004,5,Germany,Luxury,65127
BYD,Atto 3,2020,Performance,102788,93,323,211,1000,913,RWD,5,Van,1500,4,China,Luxury,117639
Audi,e-tron,2025,Base,79196,75,275,131,474,339,FWD,5,Sedan,1535,4,Germany,Premium,62967
Volkswagen,ID.4,2024,Premium,93015,70,255,75,1000,941,AWD,5,Truck,2324,5,Germany,Premium,264436
Tesla,Model S,2023,Premium,131294,66,236,230,939,845,RWD,5,SUV,2015,4,US,Luxury,154508
Audi,e-tron,2025,Base,84381,80,275,136,531,499,AWD,7,SUV,2209,4,Germany,Premium,37226
Tesla,Model X,2025,Standard,76636,45,150,323,561,470,RWD,5,SUV,1709,5,US,Premium,167458
BYD,Leaf 50X,2026,Premium,60331,44,175,101,653,581,RWD,5,Coupe,1729,4,China,Mid-range,145412
Toyota,bZ Compact SUV,2022,Base,59241,70,267,100,648,553,RWD,5,SUV,2240,4,Japan,Mid-range,18789
Toyota,bZ Compact SUV,2024,Standard,62299,61,213,91,673,581,AWD,5,SUV,2079,3,Japan,Mid-range,25820
Kia,Picanto EV,2025,Base,41303,54,210,56,370,314,AWD,5,Truck,2736,5,South Korea,Mid-range,124417
BMW,iX,2026,Standard,111476,44,150,89,959,885,RWD,5,Van,1551,4,Germany,Luxury,22266
Volkswagen,ID.4,2023,Premium,44869,71,254,134,370,382,RWD,5,Sedan,1500,3,Germany,Mid-range,264149
BYD,Atto 3,2026,Long Range,67427,99,353,90,739,692,FWD,5,Sedan,1641,4,China,Premium,102350
BYD,Dolphin,2025,Performance,53328,102,344,247,555,489,RWD,5,Sedan,1500,4,China,Mid-range,120007
BMW,i7,2022,Standard,69932,67,249,59,419,314,FWD,5,Hatchback,1591,5,Germany,Premium,52868
GM/Chevrolet,Silverado EV,2025,Performance,50051,92,286,194,568,519,RWD,7,Sedan,1500,5,US,Mid-range,17861
Ford,E-Transit,2026,Performance,48841,88,333,152,369,380,RWD,7,Hatchback,1844,4,US,Mid-range,32288
Ford,Explorer EV,2021,Long Range,77562,104,348,135,881,758,FWD,5,Hatchback,1721,4,US,Premium,27293
Tesla,Cybertruck,2025,Base,69447,56,196,255,473,453,RWD,5,Truck,2266,4,US,Premium,214270
Hyundai,Ioniq 5,2023,Standard,68110,72,255,144,842,760,FWD,5,Truck,2701,4,South Korea,Premium,73761
Tesla,Model Y,2023,Base,92950,78,263,293,716,658,RWD,5,SUV,2272,5,US,Premium,491547
Kia,EV9,2022,Performance,67331,77,284,154,742,621,RWD,5,SUV,1973,5,South Korea,Premium,91349
Volkswagen,ID. Aero,2025,Premium,89383,58,217,134,1000,885,AWD,5,Truck,3000,4,Germany,Premium,222817
Audi,Q4 e-tron,2024,Base,108295,84,297,87,803,720,RWD,5,Truck,2606,5,Germany,Luxury,75960
BYD,Max,2025,Performance,92830,82,285,154,1000,876,RWD,7,SUV,1909,5,China,Premium,235698
Tesla,Cybertruck,2025,Premium,35992,61,218,232,240,200,AWD,5,Truck,2427,4,US,Mid-range,169730
Tesla,Model 3,2025,Base,88596,46,179,329,662,638,AWD,7,Van,1570,5,US,Premium,124700
Ford,Explorer EV,2023,Standard,73470,58,186,88,859,769,RWD,5,Coupe,1500,5,US,Premium,59218
Kia,Niro EV,2026,Standard,72350,59,198,74,842,756,FWD,7,SUV,1981,4,South Korea,Premium,69075
Tesla,Model X,2023,Performance,93392,86,297,309,697,578,AWD,7,SUV,2085,5,US,Premium,138082
Tesla,Model S,2023,Premium,109016,47,178,263,752,688,FWD,5,Hatchback,1577,5,US,Luxury,113179
GM/Chevrolet,Bolt EV,2024,Standard,40534,52,170,95,407,344,FWD,7,Coupe,1673,5,US,Mid-range,24616
Tesla,Model Y,2024,Premium,47765,45,171,306,306,318,RWD,5,Sedan,1500,5,US,Mid-range,423769
Ford,Mustang Mach-E,2024,Performance,92735,72,257,171,1000,917,RWD,7,Van,1569,4,US,Premium,52532
GM/Chevrolet,Bolt EUV,2024,Standard,53007,82,303,147,623,533,RWD,5,SUV,2061,4,US,Mid-range,25295
Tesla,Model 3,2024,Long Range,74766,77,284,257,487,482,AWD,7,Sedan,1610,5,US,Premium,155185
Tesla,Model S,2025,Base,43017,44,159,253,327,254,FWD,7,SUV,1663,5,US,Mid-range,118264
Porsche,Taycan,2023,Base,145263,71,265,329,626,548,RWD,5,Hatchback,1755,4,Germany,Luxury,24347
Volkswagen,ID.4,2022,Performance,102467,78,281,218,1000,886,RWD,7,Truck,2347,5,Germany,Luxury,252835
Volkswagen,ID.4,2025,Performance,66259,78,256,242,666,595,RWD,7,Sedan,1721,4,Germany,Premium,296982
Ford,Explorer EV,2026,Standard,69137,53,193,107,768,638,FWD,5,SUV,2080,3,US,Premium,61663
Toyota,bZ Compact SUV,2024,Long Range,87516,76,273,118,1000,858,FWD,7,SUV,1886,4,Japan,Premium,24507
Porsche,Taycan,2026,Long Range,220737,83,288,304,1000,915,RWD,5,SUV,2169,5,Germany,Luxury,5345
GM/Chevrolet,Bolt EV,2025,Premium,93152,61,214,83,1000,850,RWD,7,Sedan,1500,5,US,Premium,20002
Volkswagen,ID. Aero,2026,Standard,36004,52,216,88,211,201,FWD,7,Hatchback,1597,5,Germany,Mid-range,241049
Tesla,Model S,2022,Long Range,119080,82,284,267,912,859,RWD,5,Truck,2165,5,US,Luxury,124340
Ford,E-Transit,2023,Base,51057,79,262,90,500,462,RWD,5,Coupe,1639,5,US,Mid-range,59730
Kia,Niro EV,2020,Base,46533,76,260,72,419,386,RWD,7,Van,1762,4,South Korea,Mid-range,63258
Volkswagen,ID.4,2024,Premium,114365,45,151,74,1000,911,RWD,5,Hatchback,1812,5,Germany,Luxury,233971
Audi,e-tron GT,2025,Standard,109816,61,222,113,820,730,FWD,5,Sedan,1514,5,Germany,Luxury,73358
Tesla,Model Y,2026,Standard,40007,64,241,314,266,234,FWD,7,Truck,2397,4,US,Mid-range,488644
Hyundai,Ioniq 6,2025,Standard,63640,40,150,135,755,696,FWD,5,Truck,2077,4,South Korea,Mid-range,139571
Tesla,Model Y,2025,Long Range,161112,99,371,313,1000,875,AWD,7,Coupe,1641,4,US,Luxury,404800
Hyundai,Ioniq 6,2025,Premium,44862,84,305,50,389,344,RWD,5,Coupe,1680,4,South Korea,Mid-range,98434
Tesla,Model S,2023,Premium,137660,57,186,224,1000,907,AWD,5,Coupe,1530,4,US,Luxury,167952
Tesla,Model 3,2024,Base,32106,54,214,224,229,203,FWD,5,Coupe,1625,4,US,Budget,245170
Tesla,Model 3,2025,Performance,42441,104,372,261,260,237,FWD,7,Truck,2532,5,US,Mid-range,230471
BMW,iX,2022,Base,61657,80,273,112,295,276,AWD,5,SUV,1890,5,Germany,Mid-range,21575
GM/Chevrolet,Equinox EV,2023,Base,37448,74,275,104,350,350,AWD,7,SUV,1971,5,US,Mid-range,12182
Kia,EV9,2023,Standard,55592,81,283,90,533,490,AWD,5,SUV,2004,4,South Korea,Mid-range,113695
Toyota,bZ4X,2024,Long Range,55686,92,324,116,560,505,FWD,5,Van,1570,5,Japan,Mid-range,18558
Volkswagen,ID.4,2025,Long Range,47486,105,349,68,429,423,FWD,5,Sedan,1870,4,Germany,Mid-range,243761
BYD,Dolphin,2025,Performance,53346,111,410,229,553,436,FWD,7,SUV,1923,5,China,Mid-range,141126
Mercedes,EQC,2025,Long Range,162751,96,344,117,1000,889,AWD,5,Sedan,1500,5,Germany,Luxury,68195
BYD,Dolphin,2020,Standard,70473,66,241,75,730,699,AWD,5,Van,1731,3,China,Premium,199656
Toyota,bZ4X,2024,Base,36014,53,186,91,200,212,FWD,5,Coupe,1500,4,Japan,Mid-range,5267
Tesla,Model Y,2026,Base,41355,70,247,308,287,328,RWD,5,Van,1501,4,US,Mid-range,407336
Fisker,Ronin,2024,Base,65556,55,194,77,472,380,RWD,7,Van,1500,5,US,Premium,2927
Tesla,Model S,2026,Base,88832,50,157,286,597,558,FWD,7,Coupe,1583,5,US,Premium,238605
Audi,Q4 e-tron,2026,Long Range,71435,106,377,145,416,348,FWD,7,Hatchback,1500,3,Germany,Premium,45647
